0138	120103
9206	120104
9206	1201200
6358	1201202
7823	1201203
6485	1201204
7823	1201205
6232	1201206
6391	1201207
7823	1201208
9206	1201209
7421	1201210
4276	1201212
6391	1201213
6010	1201214
2680	1201215
9206	1201216
9206	1201217
6010	1201218
6381	1201219
6010	1201220
7142	1201221
9206	1201222
9206	1201223
9206	1201224
9206	1201225
9206	1201226
9206	1201227
7421	1201228
9206	1201229
6391	1201230
7421	1201231
6391	1201232
6623	1201233
7421	1201234
6734	1201235
9206	1201236
6342	1201237
9206	1201239
6391	1201240
6485	1201241
9206	1201242
9206	1201243
9206	1201244
6010	1201245
9206	1201246
6391	1201247
6391	1201248
6539	1201249
9206	1201250
9206	1201251
7421	1201252
7421	1201254
6356	1201255
7421	1201256
7421	1201257
7421	1201258
6391	1201259
9206	1201261
9206	1201262
9206	1201263
6391	1201264
9206	1201265
7421	1201266
7229	1201267
6881	1201268
9206	1201269
7142	1201270
9206	1201271
7229	1201272
6881	1201273
6391	1201274
6881	1201275
6919	1201276
6919	1201277
6919	1201278
6800	1201279
6391	1201280
7823	1201281
7823	1201282
7232	1201283
7823	1201285
6010	1201286
9206	1201287
9206	1201288
6010	1201289
6010	1201290
9206	1201291
7134	1201292
7232	1201293
6010	1201294
9206	1201295
9206	1201296
4123	1201297
2680	1201298
4123	1201299
4123	1201300
4123	1201301
9206	1201302
6010	1201303
7142	1201305
6391	1201306
9206	1201307
7142	1201308
9206	1201309
6010	1201310
7142	1201312
9206	1201313
6010	1201314
6010	1201315
7142	1201316
6391	1201317
7142	1201318
9206	1201319
6391	1201320
6391	1201321
4123	1201322
6010	1201323
9206	1201324
9206	1201325
4123	1201326
9206	1201327
4123	1201328
9206	1201329
9206	1201330
4123	1201331
9206	1201332
9206	1201333
7142	1201334
7142	1201335
9206	1201336
9206	1201337
7142	1201338
9206	1201339
6391	1201341
9206	1201342
9206	1201343
7229	1201345
9206	1201346
7229	1201347
9206	1201348
6623	1201349
7142	1201350
6539	1201351
7229	1201352
4145	1201353
6539	1201354
7421	1201355
7142	1201356
7421	1201357
9206	1201358
7232	1201359
7232	1201360
7232	1201361
6664	1201362
9206	1201363
6381	1201364
7229	1201367
9206	1201368
9206	1201369
6391	1201370
7142	1201371
9206	1201372
9206	1201373
7229	1201374
7229	1201375
6232	1201376
6088	1201377
6088	1201378
6088	1201379
8642	1201380
6525	1201381
6521	1201382
7229	1201383
9206	1201384
9206	1201385
9206	1201386
9206	1201387
6391	1201388
7142	1201389
6391	1201390
9206	1201391
9206	1201392
9206	1201393
6391	1201394
9206	1201395
6391	1201396
6525	1201397
9206	1201398
4123	1201399
6391	1201400
6391	1201401
7229	1201402
7134	1201403
6010	1201404
9206	1201405
6010	1201406
6391	1201407
7229	1201408
6521	1201409
6391	1201410
6010	1201412
9206	1201413
7229	1201414
6010	1201415
7142	1201416
6010	1201417
9206	1201418
6800	1201419
9206	1201420
7142	1201421
9206	1201422
6391	1201424
7229	1201425
7142	1201426
7229	1201428
7229	1201429
7421	1201430
7142	1201431
9206	1201432
9206	1201433
9206	1201434
9206	1201435
9206	1201436
9206	1201437
9206	1201438
9206	1201439
9206	1201440
9206	1201441
7421	1201442
7142	1201443
9206	1201444
9206	1201445
6391	1201446
9206	1201447
6010	1201448
6812	1201449
7421	1201450
9206	1201451
6391	1201452
9206	1201453
6010	1201454
7142	1201455
6623	1201456
9206	1201457
9206	1201459
9206	1201460
9206	1201461
9206	1201462
6391	1201463
6483	1201464
7142	1201467
7421	1201468
7421	1201469
7142	1201474
9206	1201475
9206	1201476
7142	1201477
6485	1201479
9206	1201480
6232	1201481
8290	1201482
8290	1201483
8290	1201484
7142	1201485
6623	1201486
9206	1201487
9206	1201488
9206	1201489
6088	1201490
8989	1201492
9206	1201493
8989	1201494
6358	1201495
8989	1201496
7142	1201497
9206	1201498
7229	1201499
9206	1201501
6381	1201502
9206	1201503
6010	1201504
9206	1201505
6010	1201506
9206	1201507
7142	1201508
6010	1201509
2680	1201510
9206	1201512
6010	1201513
7232	1201514
7232	1201515
6010	1201516
6381	1201517
7229	1201518
6010	1201519
7134	1201520
9206	1201521
6010	1201523
9206	1201524
9206	1201525
4123	1201526
7421	1201527
7134	1201528
9206	1201529
9206	1201530
9206	1201531
6010	1201532
9206	1201533
6381	1201534
4123	1201535
9206	1201536
4123	1201537
6232	1201538
6525	1201539
7823	1201540
9206	1201541
6385	1201542
4123	1201543
6381	1201544
6381	1201545
9206	1201547
4123	1201548
4123	1201549
9206	1201553
9206	1201555
9206	1201556
9206	1201557
9206	1201558
7229	1201559
9206	1201560
7421	1201561
7421	1201562
6391	1201563
4276	1201565
9206	1201567
9206	1201568
9206	1201569
6358	1201570
7229	1201571
6391	1201572
9206	1201573
7229	1201574
4804	1201575
9206	1201576
2771	1201577
2680	1201579
7755	1201581
7142	1201582
9206	1201583
7755	1201584
9206	1201585
7755	1201586
9206	1201587
6485	1201588
7142	1201590
9206	1201592
9206	1201594
6630	1201598
9206	1201599
6391	1201600
9206	1201601
6391	1201602
4145	1201603
4145	1201604
4145	1201605
4145	1201606
6521	1201607
4145	1201608
9206	1201610
9206	1201612
4145	1201613
6391	1201615
9206	1201617
6391	1201618
6385	1201619
7229	1201620
4145	1201621
4145	1201622
4145	1201623
9206	1201626
6830	1201629
8989	1201630
6088	1201633
9206	1201634
9206	1201635
6010	1201637
6391	1201638
9206	1201641
9206	1201646
6623	1201647
6010	1201650
9206	1201651
9206	1201652
9206	1201653
7142	1201654
9206	1201656
6010	1201657
6391	1201658
9206	1201659
7142	1201660
2680	1201661
9206	1201662
9206	1201664
6010	1201665
9206	1201666
6485	1201668
4804	1201669
9206	1201670
9206	1201671
9206	1201672
8989	1201675
9206	1201677
9206	1201678
6664	1201679
6664	1201681
9206	1201684
6800	1201685
6918	1201687
9206	1201689
9206	1201692
9206	1201695
6088	1201696
6385	1201698
7232	1201699
7755	1201701
8989	1201702
9206	1201703
6391	1201704
6485	1201706
6010	1201707
2680	1201708
6010	1201709
9206	1201712
6521	1201713
9206	1201714
6010	1201715
2680	1201716
6342	1201718
2680	1201719
2680	1201720
9206	1201722
6010	1201723
6391	1201725
9206	1201727
9206	1201728
9206	1201729
6088	1201733
4145	1201734
6391	1201737
6010	1201738
6391	1201741
6010	1201745
6010	1201747
9206	1201750
9206	1201752
6010	1201755
6801	1201756
6623	1201757
9206	1201758
9206	1201760
6391	1201766
9206	1201767
9206	1201768
6801	1201769
9206	1201770
6919	1201771
6010	1201774
9206	1201782
9206	1201784
9206	1201785
6391	1201787
6391	1201788
6871	1201789
9206	1201791
9206	1201792
